;Image Source;Artwork title;Artist;Lot number;Estimate;Medium;Size (HxWxD);Date of painting;Lot description;Misc;Auction house;Auction sale;Auction date;Category;Exhibited;Provenance;Literature;Price realised;Classification
14;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
15;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
16;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
17;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
18;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
19;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
20;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
21;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
22;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
23;https://cdn.bidtoart.com/artImage/202304/apr11_2023/2.jpg;Matlala River;Clifford Mpai (South African, 1937 - ?);2;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);3rd March 93;"61 by 74,5 by 3cm including frame; inscribed with the title and the date on the reverse and inscribed with the artist's name, the title, the date and medium on a label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
24;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
25;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
26;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
27;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
28;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
29;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
30;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
31;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
32;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
33;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
34;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
35;https://cdn.bidtoart.com/artImage/202304/apr11_2023/3.jpg;Brenthurst Garage;Clifford Mpai (South African, 1937 - ?);3;ZAR 4,000 - ZAR 6,000;Coloured pencil on paper;50.5 cm - 64 cm (19.88 in - 25.2 in);7th January 94;"61 by 74 by 3cm including frame; inscribed with the title and the date on the reverse, and inscribed with the artist's name and title on a Karen McKerron Gallery label adhered to the reverse";Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;;;;;;
36;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
37;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
38;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
39;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
40;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
41;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
42;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
43;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
44;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
45;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
46;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
47;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
48;https://cdn.bidtoart.com/artImage/202304/apr11_2023/4.jpg;The Second Coming;Diane Victor (South African, 1964 - ?);4;ZAR 20,000 - ZAR 30,000;Mixed Media on found map;89 cm - 119.5 cm (35.04 in - 47.05 in);2013;unframed, inscribed with the title in pastel on the margin;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Mixed Medias;;;;;
49;https://cdn.bidtoart.com/artImage/202304/apr11_2023/5.jpg;Swan Upping at Cookham (Sir Stanley Spencer, 1915–1919);Olaf Bisschoff (1976 - ?);5;ZAR 25,000 - ZAR 35,000;Oil on board;100 cm - 100 cm (39.37 in - 39.37 in);2022;unframed, inscribed with the title on the reverse;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Paintings;;;;;
50;https://cdn.bidtoart.com/artImage/202304/apr11_2023/5.jpg;Swan Upping at Cookham (Sir Stanley Spencer, 1915–1919);Olaf Bisschoff (1976 - ?);5;ZAR 25,000 - ZAR 35,000;Oil on board;100 cm - 100 cm (39.37 in - 39.37 in);2022;unframed, inscribed with the title on the reverse;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Paintings;;;;;
51;https://cdn.bidtoart.com/artImage/202304/apr11_2023/5.jpg;Swan Upping at Cookham (Sir Stanley Spencer, 1915–1919);Olaf Bisschoff (1976 - ?);5;ZAR 25,000 - ZAR 35,000;Oil on board;100 cm - 100 cm (39.37 in - 39.37 in);2022;unframed, inscribed with the title on the reverse;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Paintings;;;;;
52;https://cdn.bidtoart.com/artImage/202304/apr11_2023/5.jpg;Swan Upping at Cookham (Sir Stanley Spencer, 1915–1919);Olaf Bisschoff (1976 - ?);5;ZAR 25,000 - ZAR 35,000;Oil on board;100 cm - 100 cm (39.37 in - 39.37 in);2022;unframed, inscribed with the title on the reverse;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Paintings;;;;;
53;https://cdn.bidtoart.com/artImage/202304/apr11_2023/5.jpg;Swan Upping at Cookham (Sir Stanley Spencer, 1915–1919);Olaf Bisschoff (1976 - ?);5;ZAR 25,000 - ZAR 35,000;Oil on board;100 cm - 100 cm (39.37 in - 39.37 in);2022;unframed, inscribed with the title on the reverse;Signed / Inscribed;Strauss & Co | Online;Modern and Contemporary Art Including a focus on Portrait, Heads and Character Studies;Apr 10, 2023;Paintings;;;;;
